image_name	evaluation_status	x_1	y_1	x_2	y_2	attribute2_143	attribute2_197	attribute2_205	attribute2_213	attribute2_255	attribute2_301	attribute2_311	attribute2_454	attribute2_496	attribute2_514	attribute2_602	attribute2_714	attribute2_718	attribute2_914	attribute2_984
img/Side-Slit_Collared_Blouse/img_00000074.jpg	train	69	72	218	300	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Side-Slit_Collared_Blouse/img_00000074.jpg	train	69	72	218	300	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Side-Slit_Collared_Blouse/img_00000078.jpg	train	69	61	177	144	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Side-Slit_Collared_Blouse/img_00000078.jpg	train	69	61	177	144	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Side-Slit_Collared_Blouse/img_00000085.jpg	test	57	45	148	200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Side-Slit_Collared_Blouse/img_00000085.jpg	test	57	45	148	200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Side-Slit_Collared_Blouse/img_00000085.jpg	test	57	45	148	200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Side-Slit_Collared_Blouse/img_00000094.jpg	train	52	10	174	203	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000022.jpg	train	27	71	116	157	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000071.jpg	train	191	60	300	221	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000007.jpg	train	29	71	195	196	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Single-Button_Blazer/img_00000007.jpg	train	29	71	195	196	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Single-Button_Blazer/img_00000018.jpg	train	51	83	243	177	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000041.jpg	train	36	17	283	262	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000147.jpg	train	5	37	154	166	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000147.jpg	train	5	37	154	166	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000148.jpg	train	82	48	210	247	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Single-Button_Blazer/img_00000169.jpg	train	28	30	272	258	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
img/Sleek_Draped_Blouse/img_00000004.jpg	test	22	75	146	230	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Sleek_Draped_Blouse/img_00000054.jpg	train	20	67	188	251	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleek_Draped_Blouse/img_00000086.jpg	train	64	47	239	288	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleek_Draped_Blouse/img_00000098.jpg	val	78	55	215	221	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000005.jpg	val	24	63	204	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000007.jpg	test	23	55	195	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000014.jpg	train	62	59	230	254	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000019.jpg	train	40	83	154	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000041.jpg	train	101	45	199	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000042.jpg	train	1	69	138	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000042.jpg	train	1	69	138	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000042.jpg	train	1	69	138	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000059.jpg	train	38	57	216	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000060.jpg	train	80	82	219	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000064.jpg	train	15	55	188	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000065.jpg	test	78	54	228	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000070.jpg	train	41	57	156	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000070.jpg	train	41	57	156	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000080.jpg	train	14	89	153	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000080.jpg	train	14	89	153	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000085.jpg	train	48	60	226	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000085.jpg	train	48	60	226	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000092.jpg	train	17	53	155	194	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000002.jpg	val	80	61	234	267	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000002.jpg	val	80	61	234	267	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000021.jpg	train	67	34	153	219	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000021.jpg	train	67	34	153	219	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000048.jpg	train	8	66	181	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleeveless_Classic_Woven_Blouse/img_00000054.jpg	train	50	37	142	233	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000065.jpg	train	39	59	212	300	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000074.jpg	val	162	71	286	253	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000084.jpg	train	32	74	202	300	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000097.jpg	test	31	55	175	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleeveless_Classic_Woven_Blouse/img_00000097.jpg	test	31	55	175	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleeveless_Classic_Woven_Blouse/img_00000097.jpg	test	31	55	175	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleeveless_Classic_Woven_Blouse/img_00000124.jpg	train	71	61	165	272	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleeveless_Vented_Blouse/img_00000014.jpg	val	36	69	157	271	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000014.jpg	val	36	69	157	271	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000014.jpg	val	36	69	157	271	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000042.jpg	val	50	69	180	224	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000042.jpg	val	50	69	180	224	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000056.jpg	val	32	70	170	280	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000058.jpg	test	26	62	175	231	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000095.jpg	train	49	56	186	296	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000067.jpg	train	68	62	248	263	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000069.jpg	train	19	37	117	155	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000084.jpg	val	79	70	213	260	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000117.jpg	train	56	65	183	198	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000122.jpg	test	77	90	202	240	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000126.jpg	test	12	61	191	255	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000126.jpg	test	12	61	191	255	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000126.jpg	test	12	61	191	255	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000128.jpg	train	33	73	280	250	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000128.jpg	train	33	73	280	250	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000128.jpg	train	33	73	280	250	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000002.jpg	train	21	65	187	250	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000002.jpg	train	21	65	187	250	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000064.jpg	train	32	78	204	235	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000064.jpg	train	32	78	204	235	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000078.jpg	train	17	59	199	287	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000101.jpg	train	64	74	273	300	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000101.jpg	train	64	74	273	300	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000106.jpg	train	23	58	175	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Boxy_Split-Neck_Blouse/img_00000106.jpg	train	23	58	175	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Boxy_Split-Neck_Blouse/img_00000106.jpg	train	23	58	175	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Southwestern_Print_Blouse/img_00000052.jpg	train	1	64	193	286	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Southwestern_Print_Blouse/img_00000052.jpg	train	1	64	193	286	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Southwestern_Print_Blouse/img_00000085.jpg	test	85	68	219	225	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000094.jpg	train	192	28	277	155	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000098.jpg	val	1	11	229	287	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000059.jpg	train	48	40	200	258	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000004.jpg	test	9	61	147	218	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000004.jpg	test	9	61	147	218	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000006.jpg	train	40	104	182	257	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000008.jpg	train	1	11	177	221	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000011.jpg	train	94	87	204	234	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000021.jpg	test	45	109	217	300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000024.jpg	train	96	65	206	219	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000037.jpg	train	43	32	144	266	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000037.jpg	train	43	32	144	266	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000039.jpg	train	38	1	195	213	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000042.jpg	train	132	3	300	282	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000049.jpg	train	63	75	244	273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000067.jpg	train	20	94	169	299	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000076.jpg	val	1	69	151	229	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000087.jpg	train	60	30	300	300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000007.jpg	train	123	45	208	278	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Split-Back_Pleated_Blouse/img_00000036.jpg	train	47	85	160	253	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000051.jpg	train	36	61	167	233	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000057.jpg	test	30	33	174	300	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Split-Back_Pleated_Blouse/img_00000057.jpg	test	30	33	174	300	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Split-Back_Pleated_Blouse/img_00000057.jpg	test	30	33	174	300	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Split-Back_Pleated_Blouse/img_00000062.jpg	train	121	82	227	289	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Split-Back_Pleated_Blouse/img_00000067.jpg	train	40	89	170	231	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Split-Back_Pleated_Blouse/img_00000068.jpg	train	38	52	204	247	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Split-Back_Pleated_Blouse/img_00000095.jpg	train	94	26	159	181	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Split-Back_Pleated_Blouse/img_00000101.jpg	train	36	85	172	231	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Split-Back_Pleated_Blouse/img_00000104.jpg	train	82	65	221	300	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Split-Back_Pleated_Blouse/img_00000112.jpg	val	39	61	177	216	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Split-Neck_Chiffon_Blouse/img_00000020.jpg	test	38	83	176	251	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000043.jpg	train	15	18	166	225	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000043.jpg	train	15	18	166	225	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000053.jpg	train	72	104	200	283	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000054.jpg	train	11	31	214	284	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000070.jpg	train	22	31	192	248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000075.jpg	train	95	121	205	296	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000085.jpg	train	1	81	166	299	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000089.jpg	train	18	62	186	234	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000092.jpg	val	51	96	151	218	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000100.jpg	train	23	48	219	275	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000103.jpg	test	1	71	200	291	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000106.jpg	train	10	33	202	239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000015.jpg	train	1	90	186	298	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000015.jpg	train	1	90	186	298	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000073.jpg	train	66	70	181	171	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000073.jpg	train	66	70	181	171	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000073.jpg	train	66	70	181	171	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000099.jpg	test	26	65	175	273	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000099.jpg	test	26	65	175	273	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000099.jpg	test	26	65	175	273	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000110.jpg	train	36	56	161	189	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000110.jpg	train	36	56	161	189	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000011.jpg	train	98	68	223	279	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000024.jpg	train	18	53	199	242	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
img/Stripe_Print_Surplice_Blouse/img_00000030.jpg	train	27	79	173	262	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000030.jpg	train	27	79	173	262	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000030.jpg	train	27	79	173	262	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000030.jpg	train	27	79	173	262	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000035.jpg	train	62	64	160	296	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000062.jpg	train	74	73	231	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Stripe_Print_Surplice_Blouse/img_00000062.jpg	train	74	73	231	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Stripe_Print_Surplice_Blouse/img_00000067.jpg	test	36	56	178	240	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000067.jpg	test	36	56	178	240	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000094.jpg	train	40	83	184	254	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000094.jpg	train	40	83	184	254	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000119.jpg	train	40	74	212	241	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000119.jpg	train	40	74	212	241	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000132.jpg	val	34	64	183	244	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000135.jpg	train	24	56	158	227	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000135.jpg	train	24	56	158	227	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
