image_name	evaluation_status	x_1	y_1	x_2	y_2	attribute5_163	attribute5_578	attribute5_693	attribute5_706	attribute5_761	attribute5_782	attribute5_824	attribute5_893
img/Single-Button_Blazer/img_00000134.jpg	train	31	41	277	296	0	0	0	0	1	0	0	0
img/Sleek_Draped_Blouse/img_00000006.jpg	train	53	34	168	112	0	0	0	1	0	0	0	0
img/Sleek_Draped_Blouse/img_00000012.jpg	val	40	62	176	234	0	0	0	0	0	1	0	0
img/Sleek_Draped_Blouse/img_00000024.jpg	val	39	47	183	212	0	0	0	1	0	0	0	0
img/Sleek_Draped_Blouse/img_00000031.jpg	val	123	66	300	239	0	0	0	0	1	0	0	0
img/Sleek_Draped_Blouse/img_00000035.jpg	val	53	56	163	257	0	0	0	1	0	0	0	0
img/Sleek_Draped_Blouse/img_00000060.jpg	train	13	63	186	219	0	0	0	1	0	0	0	0
img/Sleek_Draped_Blouse/img_00000109.jpg	train	14	45	148	235	0	0	0	0	0	0	0	1
img/Sleek_Draped_Blouse/img_00000109.jpg	train	14	45	148	235	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000002.jpg	val	52	38	129	156	0	0	0	0	0	1	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000002.jpg	val	52	38	129	156	0	0	0	0	0	1	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000048.jpg	val	40	49	182	211	0	0	0	1	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000059.jpg	train	38	57	216	258	0	1	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000073.jpg	train	22	78	185	228	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000023.jpg	val	46	57	173	277	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000044.jpg	test	71	54	195	201	0	0	0	0	0	0	0	1
img/Sleeveless_Classic_Woven_Blouse/img_00000044.jpg	test	71	54	195	201	0	0	0	0	0	0	0	1
img/Sleeveless_Classic_Woven_Blouse/img_00000075.jpg	train	110	32	196	143	0	0	0	0	1	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000075.jpg	train	110	32	196	143	0	0	0	0	1	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000095.jpg	train	42	72	181	265	1	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000121.jpg	test	36	47	173	258	1	0	0	0	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000034.jpg	train	88	66	234	246	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000077.jpg	train	48	51	158	225	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000095.jpg	train	49	56	186	296	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000095.jpg	train	49	56	186	296	0	0	0	1	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000052.jpg	val	1	13	300	300	1	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000056.jpg	train	53	60	211	264	0	0	0	0	0	0	1	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000056.jpg	train	53	60	211	264	0	0	0	0	0	0	1	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000108.jpg	train	71	47	239	181	0	0	0	0	0	0	0	1
img/Slub_Knit_Buttoned-Back_Blouse/img_00000122.jpg	test	77	90	202	240	1	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000090.jpg	train	42	40	158	140	0	0	0	1	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000090.jpg	train	42	40	158	140	0	0	0	1	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000095.jpg	train	55	42	150	151	1	0	0	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000021.jpg	train	1	78	214	170	0	0	0	1	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000043.jpg	train	30	94	173	227	0	0	0	0	1	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000002.jpg	train	217	75	284	242	0	0	0	0	0	0	0	1
img/Split_V-Neck_Chiffon_Blouse/img_00000013.jpg	train	1	36	205	253	0	0	0	1	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000014.jpg	train	184	74	282	203	0	0	0	0	0	0	1	0
img/Split_V-Neck_Chiffon_Blouse/img_00000014.jpg	train	184	74	282	203	0	0	0	0	0	0	1	0
img/Split_V-Neck_Chiffon_Blouse/img_00000045.jpg	train	37	32	180	210	0	0	0	1	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000045.jpg	train	37	32	180	210	0	0	0	1	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000045.jpg	train	37	32	180	210	0	0	0	1	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000084.jpg	test	69	59	223	272	0	0	0	0	0	0	0	1
img/Split_V-Neck_Chiffon_Blouse/img_00000096.jpg	train	157	42	245	300	0	0	0	0	0	0	0	1
img/Split-Back_Pleated_Blouse/img_00000001.jpg	train	12	79	186	270	0	0	0	0	0	0	1	0
img/Split-Back_Pleated_Blouse/img_00000001.jpg	train	12	79	186	270	0	0	0	0	0	0	1	0
img/Split-Back_Pleated_Blouse/img_00000054.jpg	val	110	59	181	189	0	1	0	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000127.jpg	train	43	70	161	233	0	0	0	1	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000004.jpg	train	73	30	218	280	0	0	0	0	0	0	0	1
img/Split-Neck_Chiffon_Blouse/img_00000064.jpg	train	147	66	300	275	0	0	0	0	0	0	0	1
img/Split-Neck_Chiffon_Blouse/img_00000082.jpg	train	1	30	225	293	0	1	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000082.jpg	train	1	30	225	293	0	1	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000084.jpg	train	43	101	137	202	0	0	0	0	0	0	0	1
img/Split-Neck_Dolman_Blouse/img_00000030.jpg	train	17	45	123	194	0	1	0	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000052.jpg	train	33	54	141	211	0	0	0	0	1	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000054.jpg	train	77	80	220	247	0	0	0	0	1	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000054.jpg	train	77	80	220	247	0	0	0	0	1	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000013.jpg	train	76	36	233	235	0	0	0	1	0	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000111.jpg	train	35	73	167	251	0	0	0	0	1	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000122.jpg	train	84	63	235	246	0	1	0	0	0	0	0	0
img/Stripe_Print_Surplice_Blouse/img_00000133.jpg	train	129	68	206	276	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000055.jpg	train	33	37	279	223	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000055.jpg	train	33	37	279	223	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000062.jpg	val	145	20	275	186	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000063.jpg	train	102	72	217	273	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000081.jpg	train	5	59	162	291	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000122.jpg	train	35	33	277	300	1	0	0	0	0	0	0	0
img/Striped_Floral_Blouse/img_00000108.jpg	val	15	40	130	126	0	0	0	0	0	1	0	0
img/Striped_Floral_Blouse/img_00000115.jpg	val	60	54	120	117	0	0	0	0	0	1	0	0
img/Striped_Open-Knit_Blouse/img_00000008.jpg	train	1	89	199	285	0	0	0	1	0	0	0	0
img/Striped_Open-Knit_Blouse/img_00000032.jpg	train	35	64	144	282	0	0	0	0	0	0	0	1
img/Striped_Open-Knit_Blouse/img_00000043.jpg	train	1	70	170	135	0	0	0	0	0	0	0	1
img/Striped_Open-Knit_Blouse/img_00000084.jpg	train	79	84	260	257	0	0	0	1	0	0	0	0
img/Striped_Open-Knit_Blouse/img_00000106.jpg	train	51	72	202	300	0	0	0	0	0	0	0	1
img/Striped_Open-Knit_Blouse/img_00000123.jpg	val	18	120	168	256	0	1	0	0	0	0	0	0
img/Striped_Tribal_Print_Blouse/img_00000031.jpg	train	76	75	227	210	0	0	0	0	0	0	0	1
img/Striped_Tribal_Print_Blouse/img_00000047.jpg	train	40	69	114	126	0	0	0	0	1	0	0	0
img/Striped_Tribal_Print_Blouse/img_00000069.jpg	test	32	47	85	113	0	1	0	0	0	0	0	0
img/Striped_Tribal_Print_Blouse/img_00000073.jpg	train	32	86	175	163	0	0	0	0	1	0	0	0
img/Striped_Tribal_Print_Blouse/img_00000101.jpg	train	163	43	235	118	0	0	0	1	0	0	0	0
img/Striped_Tribal_Print_Blouse/img_00000129.jpg	train	27	51	93	97	0	0	0	0	1	0	0	0
img/Striped_Tribal_Print_Blouse/img_00000129.jpg	train	27	51	93	97	0	0	0	0	1	0	0	0
img/Striped_Twist-Front_Blouse/img_00000031.jpg	train	44	44	145	195	0	1	0	0	0	0	0	0
img/Striped_Twist-Front_Blouse/img_00000043.jpg	val	132	38	224	170	0	1	0	0	0	0	0	0
img/Striped_Twist-Front_Blouse/img_00000046.jpg	train	76	68	225	287	0	1	0	0	0	0	0	0
img/Striped_Twist-Front_Blouse/img_00000065.jpg	val	57	93	165	191	0	1	0	0	0	0	0	0
img/Striped_Twist-Front_Blouse/img_00000065.jpg	val	57	93	165	191	0	1	0	0	0	0	0	0
img/Tab-Sleeved_Chiffon_Blouse/img_00000054.jpg	train	39	62	193	266	0	0	0	0	0	0	1	0
img/Tab-Sleeved_Chiffon_Blouse/img_00000057.jpg	val	1	73	176	260	0	0	0	0	1	0	0	0
img/Tab-Sleeved_Chiffon_Blouse/img_00000063.jpg	train	59	61	232	274	0	0	0	0	0	0	1	0
img/Tab-Sleeved_Chiffon_Blouse/img_00000094.jpg	train	32	57	200	275	0	0	0	0	0	0	1	0
img/Tab-Sleeved_Chiffon_Blouse/img_00000094.jpg	train	32	57	200	275	0	0	0	0	0	0	1	0
img/Tab-Sleeved_Chiffon_Blouse/img_00000097.jpg	train	74	82	225	248	0	0	0	0	0	0	1	0
img/Tab-Sleeved_Chiffon_Blouse/img_00000114.jpg	train	57	49	208	257	0	0	0	1	0	0	0	0
img/Tab-Sleeved_Chiffon_Blouse/img_00000138.jpg	train	39	54	195	277	0	0	0	0	0	0	1	0
img/Tailored_Woven_Blazer/img_00000030.jpg	train	75	67	235	238	0	0	0	0	1	0	0	0
img/Tailored_Woven_Blazer/img_00000030.jpg	train	75	67	235	238	0	0	0	0	1	0	0	0
img/Tailored_Woven_Blazer/img_00000070.jpg	train	1	51	300	163	1	0	0	0	0	0	0	0
img/Tailored_Woven_Blazer/img_00000073.jpg	train	29	50	144	186	0	0	0	0	1	0	0	0
img/Tailored_Woven_Blazer/img_00000073.jpg	train	29	50	144	186	0	0	0	0	1	0	0	0
img/Tailored_Woven_Blazer/img_00000119.jpg	test	128	57	300	250	0	0	0	1	0	0	0	0
img/Tartan_Plaid_Blouse/img_00000008.jpg	test	1	75	146	202	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000016.jpg	train	67	72	228	222	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000019.jpg	train	85	64	185	237	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000030.jpg	train	11	64	143	218	0	0	1	0	0	0	0	0
img/Tartan_Plaid_Blouse/img_00000030.jpg	train	11	64	143	218	0	0	1	0	0	0	0	0
img/Tartan_Plaid_Blouse/img_00000043.jpg	test	1	1	200	300	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000043.jpg	test	1	1	200	300	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000054.jpg	test	1	6	225	278	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000065.jpg	test	160	63	262	207	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000065.jpg	test	160	63	262	207	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000074.jpg	val	1	44	220	290	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000081.jpg	train	1	59	225	265	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000093.jpg	test	60	69	220	189	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000094.jpg	train	62	35	172	155	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000097.jpg	test	15	24	289	298	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Blouse/img_00000118.jpg	train	17	120	207	300	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Button-Down/img_00000002.jpg	train	1	1	198	198	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Button-Down/img_00000013.jpg	train	79	68	228	283	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Button-Down/img_00000021.jpg	train	4	7	143	225	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Button-Down/img_00000034.jpg	train	63	6	164	140	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Button-Down/img_00000036.jpg	train	25	7	193	250	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Chiffon_Blouse/img_00000008.jpg	train	49	53	171	225	0	0	0	0	1	0	0	0
img/Tartan_Plaid_Chiffon_Blouse/img_00000045.jpg	train	71	59	251	282	0	0	0	0	0	0	0	1
img/Tartan_Plaid_Chiffon_Blouse/img_00000062.jpg	train	30	45	187	286	0	0	0	0	1	0	0	0
img/Tasseled_Neckline_Floral_Blouse/img_00000041.jpg	train	93	71	207	242	0	0	0	0	0	0	1	0
img/Tasseled_Neckline_Floral_Blouse/img_00000044.jpg	train	1	63	204	252	0	0	0	0	0	0	1	0
img/Tasseled_Neckline_Floral_Blouse/img_00000061.jpg	train	41	57	143	218	0	1	0	0	0	0	0	0
img/Tasseled_Neckline_Floral_Blouse/img_00000076.jpg	train	88	89	232	264	0	0	0	0	1	0	0	0
img/Tasseled_Neckline_Floral_Blouse/img_00000085.jpg	train	12	65	212	245	0	0	0	0	0	0	1	0
img/Tasseled_Neckline_Stripe_Blouse/img_00000020.jpg	train	18	50	174	261	0	0	0	0	0	1	0	0
img/Tasseled_Neckline_Stripe_Blouse/img_00000032.jpg	train	58	49	149	162	0	0	0	0	0	0	1	0
img/Tasseled_Neckline_Stripe_Blouse/img_00000032.jpg	train	58	49	149	162	0	0	0	0	0	0	1	0
img/Tasseled_Neckline_Stripe_Blouse/img_00000054.jpg	train	173	54	288	207	0	0	0	0	0	0	0	1
img/Tasseled_Neckline_Stripe_Blouse/img_00000065.jpg	val	55	50	153	144	0	0	0	0	0	0	1	0
img/Tasseled_Neckline_Stripe_Blouse/img_00000096.jpg	train	1	86	215	300	0	0	0	0	0	0	1	0
img/Textured_Bow-Front_Blouse/img_00000001.jpg	train	85	44	185	230	0	1	0	0	0	0	0	0
img/Textured_Bow-Front_Blouse/img_00000004.jpg	train	15	70	137	194	0	0	0	1	0	0	0	0
img/Textured_Bow-Front_Blouse/img_00000053.jpg	train	42	57	157	175	0	1	0	0	0	0	0	0
img/Textured_Bow-Front_Blouse/img_00000053.jpg	train	42	57	157	175	0	1	0	0	0	0	0	0
img/Textured_Bow-Front_Blouse/img_00000101.jpg	train	43	38	122	138	0	0	0	0	0	0	0	1
img/Textured_Boyfriend_Blazer/img_00000033.jpg	train	22	1	286	300	0	0	1	0	0	0	0	0
img/Textured_Boyfriend_Blazer/img_00000033.jpg	train	22	1	286	300	0	0	1	0	0	0	0	0
img/Textured_High-Neck_Blouse/img_00000038.jpg	val	62	63	237	232	0	1	0	0	0	0	0	0
img/Textured_High-Neck_Blouse/img_00000051.jpg	train	1	60	106	233	0	0	0	0	1	0	0	0
img/Textured_High-Neck_Blouse/img_00000054.jpg	val	53	36	109	194	0	0	1	0	0	0	0	0
img/Textured_High-Neck_Blouse/img_00000054.jpg	val	53	36	109	194	0	0	1	0	0	0	0	0
img/Textured_High-Neck_Blouse/img_00000054.jpg	val	53	36	109	194	0	0	1	0	0	0	0	0
img/Textured_High-Neck_Blouse/img_00000054.jpg	val	53	36	109	194	0	0	1	0	0	0	0	0
img/Textured_High-Neck_Blouse/img_00000066.jpg	train	40	53	155	199	0	1	0	0	0	0	0	0
img/Textured_High-Neck_Blouse/img_00000070.jpg	test	33	41	128	297	0	0	0	0	1	0	0	0
img/Textured_Open_Front_Blazer/img_00000060.jpg	train	62	42	118	149	0	0	0	0	0	0	1	0
img/Textured_Open_Front_Blazer/img_00000060.jpg	train	62	42	118	149	0	0	0	0	0	0	1	0
img/Textured_Open_Front_Blazer/img_00000066.jpg	train	56	41	145	142	0	0	0	1	0	0	0	0
img/Textured_Open_Front_Blazer/img_00000066.jpg	train	56	41	145	142	0	0	0	1	0	0	0	0
img/Textured_Open_Front_Blazer/img_00000069.jpg	test	31	60	181	259	1	0	0	0	0	0	0	0
img/Textured_Open_Front_Blazer/img_00000071.jpg	val	19	56	180	261	0	0	0	0	1	0	0	0
img/Textured_Open_Front_Blazer/img_00000074.jpg	train	87	45	175	154	0	0	0	0	0	0	0	1
img/Textured_Open_Front_Blazer/img_00000077.jpg	val	1	27	208	269	0	0	0	0	0	0	1	0
img/Textured_Open_Front_Blazer/img_00000077.jpg	val	1	27	208	269	0	0	0	0	0	0	1	0
img/Textured_Open_Front_Blazer/img_00000077.jpg	val	1	27	208	269	0	0	0	0	0	0	1	0
img/Textured_Open_Front_Blazer/img_00000077.jpg	val	1	27	208	269	0	0	0	0	0	0	1	0
img/Textured_Open_Front_Blazer/img_00000082.jpg	val	44	61	160	266	0	1	0	0	0	0	0	0
img/Textured_Open_Front_Blazer/img_00000093.jpg	val	56	56	123	287	0	0	0	0	1	0	0	0
img/Textured_Woven_Blazer/img_00000016.jpg	train	14	77	180	271	1	0	0	0	0	0	0	0
img/Textured_Woven_Blazer/img_00000030.jpg	val	72	68	114	180	0	0	0	0	1	0	0	0
img/Textured_Woven_Blazer/img_00000034.jpg	train	7	81	187	275	0	0	0	1	0	0	0	0
img/Textured_Woven_Blazer/img_00000078.jpg	train	1	53	192	237	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000003.jpg	train	1	109	200	298	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000007.jpg	train	46	62	197	205	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000007.jpg	train	46	62	197	205	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000007.jpg	train	46	62	197	205	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000007.jpg	train	46	62	197	205	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000009.jpg	train	66	63	179	235	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000009.jpg	train	66	63	179	235	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000022.jpg	train	33	82	177	269	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000031.jpg	train	48	73	172	269	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000031.jpg	train	48	73	172	269	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000034.jpg	train	6	54	163	250	0	1	0	0	0	0	0	0
img/Three-Button_Flat_Collar_Blouse/img_00000046.jpg	train	53	47	148	119	1	0	0	0	0	0	0	0
img/Three-Button_Flat_Collar_Blouse/img_00000046.jpg	train	53	47	148	119	1	0	0	0	0	0	0	0
img/Three-Button_Flat_Collar_Blouse/img_00000052.jpg	train	28	86	150	263	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000057.jpg	train	116	73	224	228	0	0	0	0	0	0	0	1
img/Three-Button_Flat_Collar_Blouse/img_00000058.jpg	train	69	102	235	300	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000078.jpg	train	36	67	190	263	0	0	0	0	0	0	1	0
img/Three-Button_Flat_Collar_Blouse/img_00000078.jpg	train	36	67	190	263	0	0	0	0	0	0	1	0
img/Tie-Front_Chiffon_Blouse/img_00000011.jpg	train	48	68	191	215	0	0	0	1	0	0	0	0
img/Tie-Front_Chiffon_Blouse/img_00000037.jpg	train	150	62	264	208	0	0	1	0	0	0	0	0
img/Tie-Front_Chiffon_Blouse/img_00000037.jpg	train	150	62	264	208	0	0	1	0	0	0	0	0
img/Tie-Front_Chiffon_Blouse/img_00000039.jpg	train	64	80	246	297	0	0	0	0	0	0	1	0
img/Tie-Front_Chiffon_Blouse/img_00000042.jpg	val	38	79	216	250	0	1	0	0	0	0	0	0
img/Tie-Front_Chiffon_Blouse/img_00000053.jpg	train	115	18	300	219	0	0	0	0	0	0	0	1
img/Tie-Front_Chiffon_Blouse/img_00000059.jpg	train	19	31	225	272	0	0	0	0	0	0	0	1
img/Tie-Front_Chiffon_Blouse/img_00000059.jpg	train	19	31	225	272	0	0	0	0	0	0	0	1
img/Tie-Front_Chiffon_Blouse/img_00000071.jpg	test	74	83	220	281	0	0	0	0	0	0	1	0
img/Tie-Front_Chiffon_Blouse/img_00000131.jpg	val	51	57	143	182	0	1	0	0	0	0	0	0
img/Tie-Front_Chiffon_Blouse/img_00000131.jpg	val	51	57	143	182	0	1	0	0	0	0	0	0
img/Tie-Front_Chiffon_Blouse/img_00000131.jpg	val	51	57	143	182	0	1	0	0	0	0	0	0
img/Tile_Print_Blouse/img_00000075.jpg	train	1	1	200	250	1	0	0	0	0	0	0	0
img/Tonal_Check-Patterned_Blouse/img_00000002.jpg	train	12	54	163	249	1	0	0	0	0	0	0	0
img/Tonal_Check-Patterned_Blouse/img_00000002.jpg	train	12	54	163	249	1	0	0	0	0	0	0	0
img/Tonal_Check-Patterned_Blouse/img_00000055.jpg	train	28	71	146	184	0	0	0	0	0	0	1	0
img/Tonal_Check-Patterned_Blouse/img_00000071.jpg	train	26	143	199	278	0	0	0	0	0	0	1	0
img/Tonal_Check-Patterned_Blouse/img_00000071.jpg	train	26	143	199	278	0	0	0	0	0	0	1	0
img/Butterfly_Print_Blouse/img_00000002.jpg	train	36	84	230	268	0	0	0	0	0	0	1	0
img/Butterfly_Print_Blouse/img_00000036.jpg	train	11	11	205	259	0	0	0	1	0	0	0	0
img/Butterfly_Print_Blouse/img_00000042.jpg	train	1	1	300	293	0	0	0	0	0	0	0	1
img/Butterfly_Print_Blouse/img_00000042.jpg	train	1	1	300	293	0	0	0	0	0	0	0	1
img/Butterfly_Print_Blouse/img_00000042.jpg	train	1	1	300	293	0	0	0	0	0	0	0	1
img/Butterfly_Print_Blouse/img_00000084.jpg	test	106	14	300	244	0	0	0	0	0	0	0	1
img/Butterfly_Print_Blouse/img_00000112.jpg	train	39	35	275	300	0	0	0	0	0	0	0	1
img/Butterfly_Print_Blouse/img_00000153.jpg	train	22	1	208	300	0	0	0	0	0	0	0	1
