image_name	evaluation_status	x_1	y_1	x_2	y_2	attribute1_187	attribute1_366	attribute1_442	attribute1_566	attribute1_594	attribute1_731	attribute1_746	attribute1_884	attribute1_885
img/Sleek_Draped_Blouse/img_00000071.jpg	train	44	58	186	204	0	0	0	1	0	0	0	0	0
img/Sleek_Draped_Blouse/img_00000071.jpg	train	44	58	186	204	0	0	0	1	0	0	0	0	0
img/Sleek_Draped_Blouse/img_00000079.jpg	train	34	74	194	268	1	0	0	0	0	0	0	0	0
img/Sleek_Draped_Blouse/img_00000079.jpg	train	34	74	194	268	1	0	0	0	0	0	0	0	0
img/Sleek_Draped_Blouse/img_00000091.jpg	val	1	60	135	180	0	0	0	0	0	0	0	1	0
img/Sleek_Woven_Pocket_Blouse/img_00000052.jpg	val	33	69	278	300	0	0	0	0	0	0	1	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000058.jpg	train	29	1	132	234	0	0	0	0	0	0	0	1	0
img/Sleeveless_Classic_Woven_Blouse/img_00000013.jpg	train	60	64	188	198	0	0	0	0	0	0	0	0	1
img/Sleeveless_Classic_Woven_Blouse/img_00000018.jpg	train	37	47	140	216	0	0	0	1	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000021.jpg	train	67	34	153	219	0	0	0	0	0	1	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000030.jpg	train	26	72	175	252	0	0	0	1	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000030.jpg	train	26	72	175	252	0	0	0	1	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000120.jpg	train	56	58	210	257	0	0	0	0	0	0	1	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000127.jpg	train	69	24	170	156	0	0	0	0	0	0	0	0	1
img/Sleeveless_Vented_Blouse/img_00000009.jpg	val	76	56	232	278	0	0	0	0	0	0	1	0	0
img/Sleeveless_Vented_Blouse/img_00000081.jpg	val	154	1	256	232	0	0	0	1	0	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000081.jpg	val	154	1	256	232	0	0	0	1	0	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000082.jpg	train	27	56	169	276	0	0	0	0	1	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000086.jpg	test	37	58	223	276	0	0	0	1	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000086.jpg	test	37	58	223	276	0	0	0	1	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000086.jpg	test	37	58	223	276	0	0	0	1	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000122.jpg	test	77	90	202	240	1	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000005.jpg	train	38	61	201	276	0	0	0	0	0	0	0	1	0
img/Boxy_Split-Neck_Blouse/img_00000023.jpg	train	1	90	196	300	0	0	0	1	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000023.jpg	train	1	90	196	300	0	0	0	1	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000063.jpg	train	1	55	170	223	0	0	0	0	0	0	0	1	0
img/Boxy_Split-Neck_Blouse/img_00000098.jpg	train	15	58	179	201	1	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000098.jpg	train	15	58	179	201	1	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000098.jpg	train	15	58	179	201	1	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000116.jpg	test	1	88	175	266	0	0	0	0	0	1	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000017.jpg	val	65	65	167	196	0	0	0	1	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000017.jpg	val	65	65	167	196	0	0	0	1	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000021.jpg	train	1	78	214	170	0	0	0	1	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000021.jpg	train	1	78	214	170	0	0	0	1	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000021.jpg	train	1	78	214	170	0	0	0	1	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000035.jpg	val	52	62	154	253	0	0	1	0	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000054.jpg	train	29	53	150	228	0	0	0	0	1	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000088.jpg	train	54	87	182	270	0	0	0	0	0	1	0	0	0
img/Split-Back_Pleated_Blouse/img_00000019.jpg	train	33	82	183	248	0	0	0	1	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000019.jpg	train	33	82	183	248	0	0	0	1	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000029.jpg	val	28	67	159	296	0	0	0	0	1	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000059.jpg	val	29	72	215	277	0	0	0	0	0	0	1	0	0
img/Split-Back_Pleated_Blouse/img_00000102.jpg	val	19	74	170	282	0	0	0	1	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000106.jpg	train	52	75	212	293	0	0	0	1	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000112.jpg	val	39	61	177	216	0	0	0	1	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000007.jpg	train	18	24	175	228	0	0	0	0	0	0	1	0	0
img/Split-Neck_Chiffon_Blouse/img_00000007.jpg	train	18	24	175	228	0	0	0	0	0	0	1	0	0
img/Split-Neck_Chiffon_Blouse/img_00000051.jpg	train	19	15	163	182	0	0	0	0	0	0	1	0	0
img/Split-Neck_Chiffon_Blouse/img_00000067.jpg	val	75	68	213	223	0	0	0	0	0	0	1	0	0
img/Split-Neck_Chiffon_Blouse/img_00000071.jpg	train	30	22	217	235	0	0	0	0	0	0	1	0	0
img/Split-Neck_Chiffon_Blouse/img_00000085.jpg	train	1	81	166	299	0	0	0	0	0	0	1	0	0
img/Split-Neck_Chiffon_Blouse/img_00000085.jpg	train	1	81	166	299	0	0	0	0	0	0	1	0	0
img/Split-Neck_Chiffon_Blouse/img_00000085.jpg	train	1	81	166	299	0	0	0	0	0	0	1	0	0
img/Split-Neck_Dolman_Blouse/img_00000009.jpg	test	66	24	241	213	0	0	0	0	0	0	1	0	0
img/Split-Neck_Dolman_Blouse/img_00000011.jpg	train	23	76	173	271	0	0	0	1	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000011.jpg	train	23	76	173	271	0	0	0	1	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000056.jpg	train	96	81	202	214	0	0	0	1	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000056.jpg	train	96	81	202	214	0	0	0	1	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000056.jpg	train	96	81	202	214	0	0	0	1	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000056.jpg	train	96	81	202	214	0	0	0	1	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000070.jpg	test	54	61	239	290	0	0	0	0	0	0	1	0	0
img/Split-Neck_Dolman_Blouse/img_00000074.jpg	train	18	58	91	141	0	0	0	0	0	0	0	0	1
img/Split-Neck_Dolman_Blouse/img_00000074.jpg	train	18	58	91	141	0	0	0	0	0	0	0	0	1
img/Split-Neck_Dolman_Blouse/img_00000074.jpg	train	18	58	91	141	0	0	0	0	0	0	0	0	1
img/Split-Neck_Dolman_Blouse/img_00000077.jpg	train	19	76	206	287	0	0	0	0	0	0	0	0	1
img/Stripe_Print_Surplice_Blouse/img_00000016.jpg	train	6	73	185	293	0	0	0	0	0	0	0	1	0
img/Stripe_Print_Surplice_Blouse/img_00000027.jpg	val	8	77	183	282	0	0	0	0	0	0	0	0	1
img/Stripe_Print_Surplice_Blouse/img_00000046.jpg	test	75	62	220	228	0	0	0	0	0	0	0	1	0
img/Stripe_Print_Surplice_Blouse/img_00000046.jpg	test	75	62	220	228	0	0	0	0	0	0	0	1	0
img/Stripe_Print_Surplice_Blouse/img_00000068.jpg	train	1	73	228	300	0	0	0	0	0	0	0	0	1
img/Stripe_Print_Surplice_Blouse/img_00000078.jpg	train	105	67	206	236	0	0	0	0	0	0	0	0	1
img/Stripe_Print_Surplice_Blouse/img_00000090.jpg	val	31	68	180	243	0	0	0	0	0	0	0	0	1
img/Stripe_Print_Surplice_Blouse/img_00000096.jpg	train	56	55	148	204	0	0	0	0	0	0	0	1	0
img/Stripe_Print_Surplice_Blouse/img_00000108.jpg	train	39	57	157	274	0	0	0	0	0	0	0	1	0
img/Stripe_Print_Surplice_Blouse/img_00000112.jpg	val	21	87	195	295	0	0	0	0	0	0	0	1	0
img/Stripe_Print_Surplice_Blouse/img_00000114.jpg	val	49	68	199	275	0	0	0	0	0	0	0	0	1
img/Stripe_Print_Surplice_Blouse/img_00000119.jpg	train	40	74	212	241	0	0	0	0	0	0	0	1	0
img/Stripe_Print_Surplice_Blouse/img_00000129.jpg	train	62	68	172	246	0	0	0	0	0	0	0	0	1
img/Stripe_Print_Surplice_Blouse/img_00000136.jpg	val	42	68	205	300	0	1	0	0	0	0	0	0	0
img/Striped_Chiffon_Blouse/img_00000005.jpg	train	50	46	103	121	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000006.jpg	test	104	4	183	127	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000010.jpg	train	48	33	254	275	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000014.jpg	train	52	74	196	252	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000025.jpg	train	35	69	221	300	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000025.jpg	train	35	69	221	300	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000032.jpg	train	13	33	203	300	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000037.jpg	train	60	71	241	267	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000039.jpg	val	13	5	300	298	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000040.jpg	test	1	14	240	297	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000044.jpg	test	39	68	159	246	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000049.jpg	train	54	49	162	203	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000054.jpg	train	2	17	222	252	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000054.jpg	train	2	17	222	252	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000063.jpg	train	102	72	217	273	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000064.jpg	val	29	1	216	300	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000065.jpg	train	5	14	238	300	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000071.jpg	train	49	85	251	290	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000071.jpg	train	49	85	251	290	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000074.jpg	train	15	61	202	251	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000075.jpg	train	49	38	155	140	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000083.jpg	train	3	49	200	257	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000084.jpg	train	68	30	140	163	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000089.jpg	test	53	21	245	276	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000097.jpg	train	87	65	231	252	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000101.jpg	train	64	53	150	152	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000101.jpg	train	64	53	150	152	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000103.jpg	train	37	1	263	296	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000104.jpg	test	68	78	243	300	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000106.jpg	train	53	19	253	246	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000107.jpg	val	23	43	179	274	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000111.jpg	train	87	51	236	236	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000117.jpg	train	69	1	227	299	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000119.jpg	train	12	30	200	263	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000137.jpg	val	20	16	285	299	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000143.jpg	train	1	1	199	300	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000146.jpg	train	62	15	213	231	0	0	0	0	0	0	0	1	0
img/Striped_Chiffon_Blouse/img_00000149.jpg	val	111	62	199	120	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000151.jpg	val	165	1	300	195	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000161.jpg	test	1	34	144	181	0	0	0	0	0	0	0	0	1
img/Striped_Chiffon_Blouse/img_00000161.jpg	test	1	34	144	181	0	0	0	0	0	0	0	0	1
img/Striped_Floral_Blouse/img_00000004.jpg	val	97	46	182	140	0	1	0	0	0	0	0	0	0
img/Striped_Floral_Blouse/img_00000069.jpg	train	62	33	146	151	0	0	0	0	0	0	0	0	1
img/Striped_Floral_Blouse/img_00000069.jpg	train	62	33	146	151	0	0	0	0	0	0	0	0	1
img/Striped_Floral_Blouse/img_00000102.jpg	train	81	62	148	118	0	0	0	0	0	0	0	0	1
img/Striped_Mandarin_Collar_Blouse/img_00000004.jpg	train	1	10	219	294	0	0	0	0	0	0	0	1	0
img/Striped_Mandarin_Collar_Blouse/img_00000007.jpg	train	42	63	163	296	0	0	0	1	0	0	0	0	0
img/Striped_Mandarin_Collar_Blouse/img_00000007.jpg	train	42	63	163	296	0	0	0	1	0	0	0	0	0
img/Striped_Mandarin_Collar_Blouse/img_00000010.jpg	train	64	84	239	281	0	0	0	0	0	0	0	0	1
img/Striped_Mandarin_Collar_Blouse/img_00000011.jpg	train	30	76	179	273	0	0	0	0	0	0	0	1	0
img/Striped_Mandarin_Collar_Blouse/img_00000017.jpg	train	97	72	233	268	0	0	0	1	0	0	0	0	0
img/Striped_Mandarin_Collar_Blouse/img_00000030.jpg	test	29	63	175	285	0	0	0	1	0	0	0	0	0
img/Striped_Mandarin_Collar_Blouse/img_00000030.jpg	test	29	63	175	285	0	0	0	1	0	0	0	0	0
img/Striped_Mandarin_Collar_Blouse/img_00000033.jpg	train	31	67	195	224	0	0	0	0	0	0	0	0	1
img/Striped_Mandarin_Collar_Blouse/img_00000035.jpg	train	64	46	171	220	0	0	0	0	0	0	0	0	1
img/Striped_Mandarin_Collar_Blouse/img_00000056.jpg	train	22	15	152	170	0	0	0	0	0	0	0	1	0
img/Striped_Mandarin_Collar_Blouse/img_00000064.jpg	test	30	72	182	267	0	0	0	0	0	0	0	0	1
img/Striped_Mandarin_Collar_Blouse/img_00000074.jpg	train	37	1	197	269	0	0	0	0	0	0	0	1	0
img/Striped_Mandarin_Collar_Blouse/img_00000087.jpg	test	134	74	241	170	0	0	0	0	0	0	0	0	1
img/Striped_Mandarin_Collar_Blouse/img_00000089.jpg	train	1	44	131	189	0	0	0	1	0	0	0	0	0
img/Striped_Mandarin_Collar_Blouse/img_00000089.jpg	train	1	44	131	189	0	0	0	1	0	0	0	0	0
img/Striped_Mandarin_Collar_Blouse/img_00000100.jpg	train	34	10	213	270	0	0	0	0	0	0	0	1	0
img/Striped_Mandarin_Collar_Blouse/img_00000115.jpg	train	20	89	244	290	0	0	0	0	0	0	0	0	1
img/Striped_Mandarin_Collar_Blouse/img_00000122.jpg	train	23	32	198	276	0	0	0	0	0	0	0	0	1
img/Striped_Mandarin_Collar_Blouse/img_00000122.jpg	train	23	32	198	276	0	0	0	0	0	0	0	0	1
img/Striped_Mandarin_Collar_Blouse/img_00000123.jpg	train	22	73	194	284	0	0	1	0	0	0	0	0	0
img/Striped_Mandarin_Collar_Blouse/img_00000123.jpg	train	22	73	194	284	0	0	1	0	0	0	0	0	0
img/Striped_Mandarin_Collar_Blouse/img_00000125.jpg	train	96	56	146	276	0	0	0	0	0	0	0	1	0
img/Striped_Mandarin_Collar_Blouse/img_00000125.jpg	train	96	56	146	276	0	0	0	0	0	0	0	1	0
img/Striped_Mandarin_Collar_Blouse/img_00000129.jpg	test	52	67	204	236	0	0	0	0	0	0	0	0	1
img/Striped_Mandarin_Collar_Blouse/img_00000129.jpg	test	52	67	204	236	0	0	0	0	0	0	0	0	1
img/Striped_Open-Knit_Blouse/img_00000009.jpg	train	10	29	151	196	0	0	0	0	0	0	0	1	0
img/Striped_Open-Knit_Blouse/img_00000013.jpg	train	74	64	168	205	0	0	0	0	0	0	0	0	1
img/Striped_Open-Knit_Blouse/img_00000018.jpg	train	61	70	182	202	0	0	0	1	0	0	0	0	0
img/Striped_Open-Knit_Blouse/img_00000018.jpg	train	61	70	182	202	0	0	0	1	0	0	0	0	0
img/Striped_Open-Knit_Blouse/img_00000018.jpg	train	61	70	182	202	0	0	0	1	0	0	0	0	0
img/Striped_Open-Knit_Blouse/img_00000020.jpg	train	18	76	169	254	0	0	0	0	0	0	0	1	0
img/Striped_Open-Knit_Blouse/img_00000020.jpg	train	18	76	169	254	0	0	0	0	0	0	0	1	0
img/Striped_Open-Knit_Blouse/img_00000026.jpg	val	40	81	171	300	0	0	0	0	0	0	0	1	0
img/Striped_Open-Knit_Blouse/img_00000055.jpg	train	39	63	146	280	0	0	0	0	0	0	0	1	0
img/Striped_Open-Knit_Blouse/img_00000055.jpg	train	39	63	146	280	0	0	0	0	0	0	0	1	0
img/Striped_Open-Knit_Blouse/img_00000057.jpg	train	45	45	129	175	0	0	0	0	0	0	0	1	0
img/Striped_Open-Knit_Blouse/img_00000058.jpg	train	31	76	163	219	0	0	0	0	0	0	0	1	0
img/Striped_Open-Knit_Blouse/img_00000081.jpg	test	64	70	186	256	1	0	0	0	0	0	0	0	0
img/Striped_Open-Knit_Blouse/img_00000081.jpg	test	64	70	186	256	1	0	0	0	0	0	0	0	0
img/Striped_Open-Knit_Blouse/img_00000122.jpg	train	65	84	197	263	0	0	0	0	0	0	0	0	1
img/Striped_Open-Knit_Blouse/img_00000127.jpg	train	26	84	156	300	0	0	0	0	0	0	0	0	1
img/Striped_Open-Knit_Blouse/img_00000128.jpg	test	75	72	181	246	0	0	0	0	0	0	0	1	0
img/Striped_Tribal_Print_Blouse/img_00000026.jpg	train	1	18	87	129	0	0	0	0	0	0	1	0	0
img/Striped_Tribal_Print_Blouse/img_00000026.jpg	train	1	18	87	129	0	0	0	0	0	0	1	0	0
img/Striped_Tribal_Print_Blouse/img_00000047.jpg	train	40	69	114	126	0	0	0	0	0	0	0	1	0
img/Striped_Tribal_Print_Blouse/img_00000065.jpg	test	61	11	152	118	0	0	0	0	0	0	0	0	1
img/Striped_Tribal_Print_Blouse/img_00000065.jpg	test	61	11	152	118	0	0	0	0	0	0	0	0	1
img/Striped_Tribal_Print_Blouse/img_00000068.jpg	train	51	74	182	300	0	0	0	0	0	0	0	0	1
img/Striped_Tribal_Print_Blouse/img_00000093.jpg	train	85	58	131	147	0	0	0	0	0	0	0	1	0
img/Striped_Tribal_Print_Blouse/img_00000095.jpg	train	157	3	285	156	0	0	0	0	0	0	0	1	0
img/Striped_Tribal_Print_Blouse/img_00000121.jpg	train	59	41	153	159	0	0	0	0	0	0	0	0	1
img/Striped_Twist-Front_Blouse/img_00000002.jpg	train	56	45	148	169	0	0	0	0	0	0	1	0	0
img/Striped_Twist-Front_Blouse/img_00000008.jpg	train	71	42	151	287	0	0	0	0	0	0	0	1	0
img/Striped_Twist-Front_Blouse/img_00000035.jpg	val	26	79	219	254	0	0	0	0	0	0	0	0	1
img/Striped_Twist-Front_Blouse/img_00000035.jpg	val	26	79	219	254	0	0	0	0	0	0	0	0	1
img/Striped_Twist-Front_Blouse/img_00000040.jpg	train	55	59	156	159	0	0	0	0	0	0	1	0	0
