image_name	evaluation_status	x_1	y_1	x_2	y_2	attribute3_1	attribute3_82	attribute3_94	attribute3_122	attribute3_227	attribute3_228	attribute3_237	attribute3_240	attribute3_572	attribute3_597	attribute3_617	attribute3_621	attribute3_641	attribute3_699	attribute3_818	attribute3_821	attribute3_823	attribute3_831	attribute3_832	attribute3_945
img/Side-Slit_Striped_Blouse/img_00000020.jpg	train	28	69	155	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Side-Slit_Striped_Blouse/img_00000032.jpg	train	1	132	45	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000035.jpg	train	36	63	170	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Side-Slit_Striped_Blouse/img_00000039.jpg	train	75	58	169	135	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000045.jpg	train	40	78	176	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Side-Slit_Striped_Blouse/img_00000045.jpg	train	40	78	176	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Side-Slit_Striped_Blouse/img_00000047.jpg	train	53	66	130	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Side-Slit_Striped_Blouse/img_00000048.jpg	train	26	31	273	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Side-Slit_Striped_Blouse/img_00000049.jpg	val	4	28	200	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Side-Slit_Striped_Blouse/img_00000055.jpg	train	94	43	183	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Side-Slit_Striped_Blouse/img_00000060.jpg	train	60	99	187	198	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000060.jpg	train	60	99	187	198	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000064.jpg	train	65	58	147	115	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000077.jpg	train	1	51	198	297	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000086.jpg	val	85	58	173	131	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000088.jpg	train	39	61	176	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Side-Slit_Striped_Blouse/img_00000106.jpg	train	96	49	154	141	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000018.jpg	train	51	83	243	177	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Sleek_Draped_Blouse/img_00000049.jpg	train	22	69	252	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Draped_Blouse/img_00000049.jpg	train	22	69	252	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Draped_Blouse/img_00000058.jpg	test	75	59	233	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleek_Draped_Blouse/img_00000091.jpg	val	1	60	135	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Draped_Blouse/img_00000099.jpg	test	1	59	199	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Draped_Blouse/img_00000099.jpg	test	1	59	199	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Draped_Blouse/img_00000099.jpg	test	1	59	199	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Draped_Blouse/img_00000107.jpg	train	22	36	154	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Draped_Blouse/img_00000108.jpg	val	1	68	231	270	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000019.jpg	train	40	83	154	227	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000058.jpg	train	29	1	132	234	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000058.jpg	train	29	1	132	234	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000062.jpg	train	77	37	162	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000070.jpg	train	41	57	156	224	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000072.jpg	train	1	49	134	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000085.jpg	train	48	60	226	277	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000091.jpg	train	25	47	181	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000091.jpg	train	25	47	181	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleek_Woven_Pocket_Blouse/img_00000099.jpg	train	24	50	169	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000102.jpg	train	8	33	152	211	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000079.jpg	train	74	40	147	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleeveless_Classic_Woven_Blouse/img_00000079.jpg	train	74	40	147	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sleeveless_Classic_Woven_Blouse/img_00000089.jpg	train	66	61	197	276	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000089.jpg	train	66	61	197	276	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000093.jpg	train	49	79	223	220	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000093.jpg	train	49	79	223	220	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000093.jpg	train	49	79	223	220	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000093.jpg	train	49	79	223	220	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000096.jpg	val	60	67	205	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000117.jpg	train	48	52	194	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleeveless_Vented_Blouse/img_00000003.jpg	test	47	72	179	216	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000021.jpg	train	54	43	155	115	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000028.jpg	train	46	43	167	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleeveless_Vented_Blouse/img_00000033.jpg	train	45	55	167	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleeveless_Vented_Blouse/img_00000045.jpg	test	8	68	182	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleeveless_Vented_Blouse/img_00000065.jpg	train	1	1	246	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleeveless_Vented_Blouse/img_00000065.jpg	train	1	1	246	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleeveless_Vented_Blouse/img_00000065.jpg	train	1	1	246	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleeveless_Vented_Blouse/img_00000079.jpg	train	46	51	182	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Sleeveless_Vented_Blouse/img_00000083.jpg	train	37	60	203	246	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000008.jpg	train	65	47	221	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Slub_Knit_Buttoned-Back_Blouse/img_00000008.jpg	train	65	47	221	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Slub_Knit_Buttoned-Back_Blouse/img_00000008.jpg	train	65	47	221	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Slub_Knit_Buttoned-Back_Blouse/img_00000010.jpg	train	11	1	124	118	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000021.jpg	val	5	67	193	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000032.jpg	train	97	49	183	278	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000020.jpg	test	26	53	196	216	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000045.jpg	val	10	48	174	187	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000048.jpg	train	1	1	217	267	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000049.jpg	train	31	71	189	254	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000067.jpg	train	71	42	144	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000067.jpg	train	71	42	144	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000068.jpg	test	21	42	229	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Boxy_Split-Neck_Blouse/img_00000068.jpg	test	21	42	229	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Boxy_Split-Neck_Blouse/img_00000088.jpg	test	39	51	200	226	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000088.jpg	test	39	51	200	226	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000088.jpg	test	39	51	200	226	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000105.jpg	train	58	76	238	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Boxy_Split-Neck_Blouse/img_00000105.jpg	train	58	76	238	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Boxy_Split-Neck_Blouse/img_00000105.jpg	train	58	76	238	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Southwestern_Print_Blouse/img_00000012.jpg	train	84	47	197	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Southwestern_Print_Blouse/img_00000015.jpg	train	1	10	122	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Southwestern_Print_Blouse/img_00000032.jpg	val	90	32	167	155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000046.jpg	train	40	48	135	177	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000050.jpg	train	23	77	175	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Southwestern_Print_Blouse/img_00000050.jpg	train	23	77	175	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Southwestern_Print_Blouse/img_00000055.jpg	train	66	73	157	217	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000055.jpg	train	66	73	157	217	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000064.jpg	test	84	103	179	278	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000064.jpg	test	84	103	179	278	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000070.jpg	train	60	58	154	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Southwestern_Print_Blouse/img_00000075.jpg	train	43	34	115	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Southwestern_Print_Blouse/img_00000079.jpg	train	54	82	150	264	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000083.jpg	train	14	84	116	263	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000090.jpg	train	52	85	170	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000002.jpg	train	47	87	211	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Speckled_Slub_Knit_Blouse/img_00000006.jpg	train	86	52	156	280	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000006.jpg	train	86	52	156	280	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000007.jpg	test	11	90	203	272	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000012.jpg	train	44	94	158	300	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000030.jpg	train	34	86	171	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000030.jpg	train	34	86	171	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000031.jpg	train	40	84	155	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Speckled_Slub_Knit_Blouse/img_00000036.jpg	val	35	78	181	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000080.jpg	train	49	99	176	261	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000090.jpg	train	75	76	203	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Split_V-Neck_Chiffon_Blouse/img_00000004.jpg	test	9	61	147	218	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000030.jpg	train	82	63	228	300	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000073.jpg	test	170	38	285	150	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000073.jpg	test	170	38	285	150	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000080.jpg	val	152	20	300	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Split_V-Neck_Chiffon_Blouse/img_00000084.jpg	test	69	59	223	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Split-Back_Pleated_Blouse/img_00000007.jpg	train	123	45	208	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Split-Back_Pleated_Blouse/img_00000011.jpg	train	58	45	140	223	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000013.jpg	train	19	1	295	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Split-Back_Pleated_Blouse/img_00000023.jpg	train	45	44	111	169	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000023.jpg	train	45	44	111	169	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000067.jpg	train	40	89	170	231	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000072.jpg	val	66	18	248	253	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000072.jpg	val	66	18	248	253	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Back_Pleated_Blouse/img_00000076.jpg	train	48	54	247	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Split-Back_Pleated_Blouse/img_00000081.jpg	val	37	99	194	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000005.jpg	train	27	14	214	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000023.jpg	test	60	26	257	300	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Split-Neck_Chiffon_Blouse/img_00000072.jpg	train	27	73	166	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Split-Neck_Chiffon_Blouse/img_00000101.jpg	train	57	85	149	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
img/Split-Neck_Chiffon_Blouse/img_00000105.jpg	test	82	21	225	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000031.jpg	train	25	65	176	247	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Split-Neck_Dolman_Blouse/img_00000031.jpg	train	25	65	176	247	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
