image_name	evaluation_status	x_1	y_1	x_2	y_2	attribute4_62	attribute4_113	attribute4_182	attribute4_293	attribute4_471	attribute4_721	attribute4_752	attribute4_826	attribute4_837	attribute4_838	attribute4_879	attribute4_936	attribute4_957	attribute4_994
img/Sheer_Woven_Blouse/img_00000101.jpg	train	77	78	184	247	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sheer_Woven_Blouse/img_00000109.jpg	train	52	58	190	271	0	0	0	0	0	0	0	0	0	0	0	0	0	1
img/Sheer_Woven_Blouse/img_00000132.jpg	train	93	71	221	260	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Shirred_Floral-Embroidered_Blouse/img_00000014.jpg	train	52	46	150	217	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Shirred_Floral-Embroidered_Blouse/img_00000020.jpg	train	73	60	179	183	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Shirred_Floral-Embroidered_Blouse/img_00000051.jpg	train	24	81	168	258	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Shirred_Floral-Embroidered_Blouse/img_00000051.jpg	train	24	81	168	258	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Shirred_Floral-Embroidered_Blouse/img_00000065.jpg	train	43	59	200	236	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Shirred_Floral-Embroidered_Blouse/img_00000075.jpg	test	34	61	119	228	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Shirred_Floral-Embroidered_Blouse/img_00000093.jpg	test	62	74	250	263	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Shirred_Floral-Embroidered_Blouse/img_00000093.jpg	test	62	74	250	263	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Shirred_Floral-Embroidered_Blouse/img_00000109.jpg	train	41	89	184	276	0	0	0	0	0	0	0	0	0	0	0	0	1	0
img/Shirred_Floral-Embroidered_Blouse/img_00000117.jpg	train	55	72	249	281	0	0	0	0	0	0	0	0	1	0	0	0	0	0
img/Shirred_Floral-Embroidered_Blouse/img_00000127.jpg	train	81	92	227	236	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Shirred_Floral-Embroidered_Blouse/img_00000138.jpg	train	46	56	166	197	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Shirred_Lace-Paneled_Blouse/img_00000009.jpg	train	60	92	246	270	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Shirred_Lace-Paneled_Blouse/img_00000015.jpg	train	53	80	168	281	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Shirred_Lace-Paneled_Blouse/img_00000015.jpg	train	53	80	168	281	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Shirred_Lace-Paneled_Blouse/img_00000042.jpg	train	40	99	138	243	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Shirred_Lace-Paneled_Blouse/img_00000042.jpg	train	40	99	138	243	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Shirred_Lace-Paneled_Blouse/img_00000066.jpg	test	32	89	214	300	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Shirred_Lace-Paneled_Blouse/img_00000066.jpg	test	32	89	214	300	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Shirred_Lace-Paneled_Blouse/img_00000075.jpg	train	69	84	244	245	0	0	0	0	0	0	0	0	1	0	0	0	0	0
img/Shirred_Lace-Paneled_Blouse/img_00000100.jpg	val	41	45	135	135	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Shirred_Lace-Paneled_Blouse/img_00000100.jpg	val	41	45	135	135	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000011.jpg	train	31	40	275	283	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000011.jpg	train	31	40	275	283	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000011.jpg	train	31	40	275	283	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000011.jpg	train	31	40	275	283	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000011.jpg	train	31	40	275	283	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000050.jpg	train	92	91	216	300	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000061.jpg	test	66	60	239	286	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000074.jpg	train	69	72	218	300	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000074.jpg	train	69	72	218	300	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000079.jpg	train	22	80	194	295	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000092.jpg	train	62	42	141	140	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000092.jpg	train	62	42	141	140	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000092.jpg	train	62	42	141	140	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000097.jpg	train	10	79	153	198	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000097.jpg	train	10	79	153	198	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Collared_Blouse/img_00000097.jpg	train	10	79	153	198	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000032.jpg	train	1	132	45	207	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000047.jpg	train	53	66	130	263	0	0	0	0	0	0	0	0	1	0	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000097.jpg	train	58	53	158	137	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000097.jpg	train	58	53	158	137	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Side-Slit_Striped_Blouse/img_00000108.jpg	train	79	44	145	200	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Single-Button_Blazer/img_00000013.jpg	train	1	15	214	267	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000016.jpg	val	22	20	300	300	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000017.jpg	train	19	94	228	266	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000021.jpg	train	39	84	184	250	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000026.jpg	test	1	80	149	282	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000028.jpg	test	151	75	300	270	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000029.jpg	train	1	29	236	300	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000029.jpg	train	1	29	236	300	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000031.jpg	train	16	37	300	280	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000031.jpg	train	16	37	300	280	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000031.jpg	train	16	37	300	280	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000031.jpg	train	16	37	300	280	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000036.jpg	train	40	114	257	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000036.jpg	train	40	114	257	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000041.jpg	train	36	17	283	262	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000041.jpg	train	36	17	283	262	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000046.jpg	train	22	56	189	230	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000046.jpg	train	22	56	189	230	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000047.jpg	train	1	38	225	300	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000048.jpg	train	36	31	274	279	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000049.jpg	train	45	30	255	273	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000050.jpg	train	25	19	153	163	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000051.jpg	train	1	1	196	270	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000056.jpg	train	14	88	189	275	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000061.jpg	val	66	115	191	262	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000061.jpg	val	66	115	191	262	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000061.jpg	val	66	115	191	262	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000062.jpg	train	27	18	279	300	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000068.jpg	test	19	87	213	266	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000072.jpg	test	7	94	170	287	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000073.jpg	train	54	31	174	140	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000074.jpg	test	88	32	202	145	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000081.jpg	train	34	23	195	271	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000085.jpg	train	50	75	163	164	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000098.jpg	test	1	55	210	273	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000104.jpg	val	4	95	225	297	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000108.jpg	train	43	13	246	257	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000109.jpg	test	157	55	287	227	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000112.jpg	train	14	78	184	232	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000120.jpg	train	23	21	132	150	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000124.jpg	val	54	13	268	284	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000129.jpg	train	3	66	189	226	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000134.jpg	train	31	41	277	296	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000137.jpg	train	1	52	210	257	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000139.jpg	train	38	29	282	277	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000142.jpg	train	47	73	147	295	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000145.jpg	train	44	92	205	259	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000146.jpg	train	1	71	217	300	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000152.jpg	train	13	77	200	300	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000153.jpg	val	51	51	248	300	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000156.jpg	train	48	49	234	246	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000157.jpg	train	36	16	280	295	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000157.jpg	train	36	16	280	295	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000161.jpg	train	10	12	300	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000167.jpg	train	163	17	290	142	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Single-Button_Blazer/img_00000167.jpg	train	163	17	290	142	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleek_Draped_Blouse/img_00000005.jpg	train	42	74	212	300	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleek_Draped_Blouse/img_00000020.jpg	train	17	56	198	262	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleek_Draped_Blouse/img_00000035.jpg	val	53	56	163	257	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleek_Draped_Blouse/img_00000062.jpg	train	13	33	108	200	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Sleek_Draped_Blouse/img_00000075.jpg	train	14	74	210	276	0	0	1	0	0	0	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000015.jpg	test	48	48	147	289	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000016.jpg	train	66	81	223	291	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000020.jpg	train	27	50	177	232	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000051.jpg	test	49	71	199	231	0	0	0	0	0	0	0	0	1	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000057.jpg	train	54	63	232	271	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000063.jpg	train	1	55	240	300	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000073.jpg	train	22	78	185	228	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000073.jpg	train	22	78	185	228	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000074.jpg	train	1	61	153	184	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000090.jpg	train	58	43	159	196	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000090.jpg	train	58	43	159	196	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000090.jpg	train	58	43	159	196	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000091.jpg	train	25	47	181	292	0	0	0	0	1	0	0	0	0	0	0	0	0	0
img/Sleek_Woven_Pocket_Blouse/img_00000101.jpg	train	59	62	233	281	0	0	0	0	0	1	0	0	0	0	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000005.jpg	train	74	33	141	109	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000010.jpg	train	67	51	227	260	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000011.jpg	test	58	61	190	246	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000012.jpg	train	57	58	159	253	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000020.jpg	train	64	71	239	291	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000024.jpg	val	88	59	213	237	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000032.jpg	test	96	67	226	253	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000033.jpg	train	78	66	221	268	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000035.jpg	val	31	90	183	277	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000046.jpg	train	47	63	175	230	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000050.jpg	train	88	47	172	127	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000061.jpg	train	74	78	232	177	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000064.jpg	train	92	61	213	240	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000071.jpg	train	55	47	164	190	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000101.jpg	val	8	51	178	260	0	0	0	0	0	0	0	0	0	0	0	0	1	0
img/Sleeveless_Classic_Woven_Blouse/img_00000101.jpg	val	8	51	178	260	0	0	0	0	0	0	0	0	0	0	0	0	1	0
img/Sleeveless_Classic_Woven_Blouse/img_00000104.jpg	test	44	55	166	229	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Classic_Woven_Blouse/img_00000124.jpg	train	71	61	165	272	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000008.jpg	test	16	47	158	265	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000009.jpg	val	76	56	232	278	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000009.jpg	val	76	56	232	278	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000012.jpg	train	51	51	185	202	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000013.jpg	train	44	61	187	277	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000014.jpg	val	36	69	157	271	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000018.jpg	test	53	64	217	298	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000018.jpg	test	53	64	217	298	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000022.jpg	train	52	59	190	278	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000026.jpg	train	34	53	159	242	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000047.jpg	train	30	52	169	235	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000048.jpg	train	30	65	203	280	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000065.jpg	train	1	1	246	236	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000069.jpg	train	47	62	214	300	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000075.jpg	train	33	66	164	253	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000086.jpg	train	75	59	225	261	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000087.jpg	train	60	87	233	300	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Sleeveless_Vented_Blouse/img_00000092.jpg	train	34	66	166	256	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000002.jpg	train	48	65	163	214	0	0	0	0	0	0	0	0	0	1	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000014.jpg	train	78	95	160	217	0	0	0	0	0	0	0	0	1	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000020.jpg	train	36	61	202	247	0	0	0	0	1	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000033.jpg	train	36	59	217	281	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000034.jpg	train	20	66	215	259	0	0	0	0	0	0	0	0	0	0	0	0	1	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000036.jpg	train	59	53	144	160	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000036.jpg	train	59	53	144	160	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000062.jpg	train	66	63	229	225	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000064.jpg	train	15	1	290	253	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000087.jpg	train	42	46	150	170	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000090.jpg	test	14	44	200	282	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000093.jpg	train	69	50	247	267	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000103.jpg	train	45	41	176	215	0	0	0	0	1	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000105.jpg	train	40	29	161	235	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000110.jpg	train	59	69	205	238	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Slub_Knit_Buttoned-Back_Blouse/img_00000121.jpg	train	81	67	256	282	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Boxy_Split-Neck_Blouse/img_00000032.jpg	val	47	44	197	213	0	0	0	0	0	0	0	0	0	0	0	0	1	0
img/Boxy_Split-Neck_Blouse/img_00000032.jpg	val	47	44	197	213	0	0	0	0	0	0	0	0	0	0	0	0	1	0
img/Southwestern_Print_Blouse/img_00000012.jpg	train	84	47	197	170	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000048.jpg	train	1	62	300	230	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000048.jpg	train	1	62	300	230	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Southwestern_Print_Blouse/img_00000095.jpg	train	30	54	190	255	0	0	0	0	0	0	0	1	0	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000030.jpg	train	34	86	171	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000030.jpg	train	34	86	171	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000073.jpg	val	45	121	209	300	0	0	0	0	0	0	0	0	0	0	0	0	1	0
img/Speckled_Slub_Knit_Blouse/img_00000073.jpg	val	45	121	209	300	0	0	0	0	0	0	0	0	0	0	0	0	1	0
img/Speckled_Slub_Knit_Blouse/img_00000087.jpg	train	27	51	187	240	0	0	0	0	0	0	0	0	1	0	0	0	0	0
img/Speckled_Slub_Knit_Blouse/img_00000094.jpg	train	26	72	170	270	0	0	0	0	0	0	0	0	0	0	0	0	1	0
